hyponym	1
garrulinae.n.01	868a
sting_operation.n.01	868b
temple_orange.n.02	868c
insulate.v.01	868d
regimentals.n.01	868e
breton.n.01	868f
execration.n.03	8690
psychophysics.n.01	8691
transition.v.02	8692
ladyfish.n.01	8693
lepadidae.n.01	8694
settling.n.01	8695
myrmecobius.n.01	8696
inoculation.n.01	8697
photo_opportunity.n.01	8698
levant.v.01	8699
common_lady's-slipper.n.01	869a
back_matter.n.01	869b
give_away.v.03	869c
genus_achimenes.n.01	869d
isocarboxazid.n.01	869e
discard.n.01	869f
hors_d'oeuvre.n.01	86a0
impinge.v.01	86a1
fabrication.n.02	86a2
poa.n.01	86a3
protest.v.03	86a4
formation.n.02	86a5
prattler.n.01	86a6
soy.n.02	86a7
checking_account.n.01	86a8
winnow.v.01	86a9
clitoral_vein.n.01	86aa
tier.n.02	86ab
surveyor.n.01	86ac
lemon_peel.n.01	86ad
format.v.03	86ae
disembark.v.01	86af
tamarix.n.01	86b0
crush.v.05	86b1
sweeping.n.01	86b2
draw.n.07	86b3
dress.v.06	86b4
squandermania.n.01	86b5
acetophenetidin.n.01	86b6
natural_order.n.01	86b7
neurosyphilis.n.01	86b8
pelican.n.01	86b9
genus_parnassia.n.01	86ba
last_mile.n.01	86bb
geyser.n.01	86bc
modesty.n.01	86bd
compose.v.05	86be
mutuality.n.02	86bf
kamikaze.n.01	86c0
jujube.n.01	86c1
boiling.n.02	86c2
fly_tent.n.01	86c3
amicus_curiae.n.01	86c4
enhydra.n.01	86c5
jet.v.01	86c6
crotalus.n.01	86c7
elicit.v.03	86c8
alcoholism.n.01	86c9
fret.v.07	86ca
bassoon.n.01	86cb
expatriate.v.01	86cc
queer.v.02	86cd
high-bush_blueberry.n.01	86ce
myeloblast.n.01	86cf
call_at.v.01	86d0
carob.n.01	86d1
answer.n.01	86d2
burdensomeness.n.01	86d3
uta.n.01	86d4
malpighian_body.n.01	86d5
reseda.n.01	86d6
manor.n.02	86d7
haggle.n.01	86d8
corn.n.07	86d9
launching_site.n.01	86da
tsetse_fly.n.01	86db
architecture.n.03	86dc
emptiness.n.01	86dd
abnormality.n.02	86de
rejuvenation.n.01	86df
genus_gastrolobium.n.01	86e0
peronosporaceae.n.01	86e1
corydalus.n.01	86e2
carry.v.34	86e3
cytotoxic_drug.n.01	86e4
inaugurate.v.03	86e5
capparidaceae.n.01	86e6
compatible_software.n.01	86e7
band-tailed_pigeon.n.01	86e8
maigre.n.01	86e9
lidocaine.n.01	86ea
sell.v.05	86eb
billionth.n.01	86ec
puffin.n.01	86ed
turnoff.n.01	86ee
amble.n.01	86ef
radio_frequency.n.01	86f0
scrophulariaceae.n.01	86f1
approve.v.02	86f2
marumi.n.01	86f3
lycaenidae.n.01	86f4
elaeocarpus.n.01	86f5
incoherence.n.02	86f6
black_marketeer.v.01	86f7
straighten.v.06	86f8
ball_field.n.01	86f9
sacrifice.v.01	86fa
entoprocta.n.01	86fb
buoy.n.01	86fc
bid.n.02	86fd
retake.v.03	86fe
gall.v.02	86ff
tsuga.n.01	8700
cartridge.n.01	8701
paynim.n.01	8702
denounce.v.04	8703
sell_out.v.02	8704
jollity.n.01	8705
chitter.v.01	8706
cheek.n.01	8707
relax.v.06	8708
plowman.n.01	8709
cheap_shot.n.01	870a
faith.n.02	870b
autotomize.v.01	870c
plantar_reflex.n.01	870d
kismet.n.01	870e
scroll.n.02	870f
clasp.n.01	8710
menispermum.n.01	8711
balaenopteridae.n.01	8712
proportion.v.02	8713
flaw.n.02	8714
cabbage_bark.n.01	8715
incantation.n.01	8716
invocation.n.02	8717
caper.v.01	8718
groove.v.01	8719
punt.v.02	871a
manduca_quinquemaculata.n.02	871b
cardinal_number.n.01	871c
smuttiness.n.02	871d
define.v.02	871e
bechtel_crab.n.01	871f
muster.n.01	8720
setting.n.02	8721
vest.v.05	8722
date.n.03	8723
trifolium.n.01	8724
intonation.n.04	8725
cardinal_compass_point.n.01	8726
overall.n.02	8727
four-lined_plant_bug.n.01	8728
malcolmia.n.01	8729
enact.v.02	872a
watt-hour.n.01	872b
abstraction.n.03	872c
rush.n.07	872d
deride.v.01	872e
japanese.n.02	872f
eviction.n.02	8730
interim.n.01	8731
degree.n.04	8732
mexican.n.01	8733
chinese.n.01	8734
min.n.02	8735
brush-tailed_phalanger.n.01	8736
interior_door.n.01	8737
take.v.33	8738
trinectes.n.01	8739
emancipate.v.01	873a
heat.n.03	873b
myrmecophagidae.n.01	873c
extradite.v.01	873d
digression.n.03	873e
spill.v.01	873f
open.v.04	8740
friendship_plant.n.01	8741
anagram.n.01	8742
answer.v.04	8743
cocoa_plum.n.02	8744
arisarum.n.01	8745
right.n.04	8746
scalp.v.01	8747
muscidae.n.01	8748
dactylopteridae.n.01	8749
winder.n.01	874a
cybernetics.n.01	874b
enmesh.v.01	874c
incurvate.v.02	874d
claw.n.03	874e
bolt.n.06	874f
kraut.n.01	8750
albuginaceae.n.01	8751
conveyancer.n.01	8752
preach.v.01	8753
plains_pocket_gopher.n.01	8754
foe.n.02	8755
mastigophora.n.01	8756
dine.v.02	8757
numbat.n.01	8758
dial.v.01	8759
chamaedaphne.n.01	875a
cellulose_tape.n.01	875b
refrigerate.v.02	875c
bluefish.n.01	875d
scale.n.06	875e
galvanizer.n.02	875f
taxus.n.01	8760
disqualification.n.02	8761
two-timer.n.01	8762
crudites.n.01	8763
cinch.n.02	8764
poon.n.02	8765
arrow.n.02	8766
masking.n.02	8767
vaccinium.n.01	8768
extrapolate.v.03	8769
corker.n.01	876a
occipital_protuberance.n.01	876b
torment.v.01	876c
pledge.v.02	876d
funny_story.n.01	876e
dot.v.01	876f
garbage_heap.n.01	8770
left_fielder.n.01	8771
grison.n.01	8772
spare.v.01	8773
favor.v.03	8774
musical_arrangement.n.01	8775
crop.v.04	8776
meningeal_artery.n.01	8777
genus_amphiuma.n.01	8778
sixth-former.n.01	8779
unusualness.n.01	877a
sunspot.n.01	877b
pommel.n.02	877c
micropogonias.n.01	877d
catheterization.n.01	877e
proliferation.n.01	877f
step.v.06	8780
embothrium.n.01	8781
messiahship.n.01	8782
extravagance.n.03	8783
anchor.n.01	8784
dead.n.01	8785
bluefin.n.01	8786
candied_apple.n.01	8787
iliac_vein.n.01	8788
spank.n.01	8789
colossus.n.02	878a
nifedipine.n.01	878b
dullness.n.04	878c
auditor.n.03	878d
spongefly.n.01	878e
fracture.n.01	878f
greeter.n.01	8790
abstract.v.03	8791
cockchafer.n.01	8792
game_theory.n.01	8793
testing.n.01	8794
slingshot.n.01	8795
vitamin_b1.n.01	8796
lesbian.n.02	8797
sabal.n.01	8798
passing.n.02	8799
bind.v.09	879a
horsewhip.v.01	879b
fertilize.v.01	879c
dung.v.01	879d
politics.n.04	879e
desiccant.n.01	879f
colloid.n.01	87a0
bankrupt.v.01	87a1
coryphaenidae.n.01	87a2
gulping.n.02	87a3
rachycentron.n.01	87a4
xenicidae.n.01	87a5
coverlet.n.01	87a6
mind.n.07	87a7
capsize.v.01	87a8
fire.v.06	87a9
implode.v.01	87aa
mercury_thermometer.n.01	87ab
telecommunication.n.02	87ac
preemption.n.01	87ad
working_papers.n.02	87ae
yottabit.n.01	87af
pyxie.n.01	87b0
mask.v.02	87b1
sulfacetamide.n.01	87b2
rigidify.v.02	87b3
ancylidae.n.01	87b4
baphia.n.01	87b5
deflect.v.02	87b6
troponymy.n.02	87b7
blini.n.01	87b8
auction.v.01	87b9
bengali.n.01	87ba
shit.n.04	87bb
shimmy.v.02	87bc
small_capital.n.01	87bd
snort.v.01	87be
probability.n.01	87bf
anguidae.n.01	87c0
prick.v.06	87c1
reprehend.v.01	87c2
valvule.n.01	87c3
maul.n.01	87c4
black_tea.n.01	87c5
bead_tree.n.01	87c6
vanadium.n.01	87c7
tonic.n.03	87c8
birth.n.05	87c9
cladorhyncus.n.01	87ca
chinese_mustard.n.01	87cb
shrillness.n.02	87cc
association.n.08	87cd
tulostomatales.n.01	87ce
testudinidae.n.01	87cf
minimize.v.03	87d0
pining.n.01	87d1
rooibos.n.01	87d2
separatist.n.01	87d3
tamias.n.01	87d4
immortalize.v.02	87d5
eight.n.01	87d6
cardiopulmonary_exercise.n.01	87d7
unalterability.n.01	87d8
straggler.n.01	87d9
photometry.n.01	87da
crocuta.n.01	87db
painted_nettle.n.01	87dc
auspicate.v.02	87dd
roller.n.06	87de
check.v.10	87df
conocarpus.n.01	87e0
shield_fern.n.01	87e1
vertical_tail.n.01	87e2
yoga.n.02	87e3
gardening.n.01	87e4
scolytidae.n.01	87e5
anti-racketeering_law.n.01	87e6
caenolestidae.n.01	87e7
solemnize.v.01	87e8
caribou.n.01	87e9
bean_trefoil.n.01	87ea
schistosome.n.01	87eb
hylobatidae.n.01	87ec
blister.v.02	87ed
corvus.n.02	87ee
daisybush.n.01	87ef
bleat.v.01	87f0
bull_thistle.n.01	87f1
drawl.v.01	87f2
blaster.n.01	87f3
vultur.n.01	87f4
synchytriaceae.n.01	87f5
guy.n.01	87f6
sod.n.04	87f7
emphasis.n.01	87f8
stress.n.03	87f9
bracket.n.01	87fa
yelp.v.01	87fb
skiffle.n.01	87fc
metric_ton.n.01	87fd
pull_back.v.03	87fe
urticaceae.n.01	87ff
ferocactus.n.01	8800
songster.n.02	8801
achromia.n.01	8802
survivalist.n.01	8803
cough.v.01	8804
text.n.02	8805
lectureship.n.01	8806
decoding.n.01	8807
pilot_program.n.02	8808
lyric.n.02	8809
ode.n.01	880a
shift.v.12	880b
burglarize.v.01	880c
theory_of_gravitation.n.01	880d
fleur-de-lis.n.02	880e
july.n.01	880f
phenazopyridine.n.01	8810
patching.n.01	8811
franchise.n.03	8812
premature_labor.n.01	8813
onychophora.n.01	8814
comptonia.n.01	8815
schedule.v.02	8816
bullet.n.01	8817
shadow.v.03	8818
vanish.v.04	8819
grapefruit.n.02	881a
riddle.v.02	881b
norethindrone.n.01	881c
loaf_of_bread.n.01	881d
frame.v.06	881e
cynomys.n.01	881f
ping.v.01	8820
herd.v.01	8821
genus_casuarina.n.01	8822
evening.n.03	8823
theatrical_production.n.01	8824
postulation.n.01	8825
gauge.n.02	8826
swamp_birch.n.01	8827
world.n.08	8828
sandbox.n.02	8829
dendranthema.n.01	882a
million.n.02	882b
scene.n.04	882c
grandfather.n.01	882d
network.v.01	882e
freeware.n.01	882f
dash.n.06	8830
salvadoran.n.01	8831
divergent_thinking.n.01	8832
light.n.05	8833
morning-after_pill.n.01	8834
communication.n.03	8835
green_douglas_fir.n.01	8836
genus_ammobium.n.01	8837
hog.n.01	8838
superannuation.n.03	8839
castoridae.n.01	883a
lepiotaceae.n.01	883b
exceedance.n.01	883c
euphorbia.n.01	883d
wardroom.n.01	883e
waste.v.04	883f
reversal.n.05	8840
genus_artemisia.n.01	8841
centriscidae.n.01	8842
plot_element.n.01	8843
concentration.n.01	8844
pronoun.n.01	8845
moloch.n.03	8846
snakebird.n.01	8847
ooh.v.01	8848
cyclopterus.n.01	8849
knot.v.01	884a
littoral.n.01	884b
logical_fallacy.n.01	884c
good-king-henry.n.01	884d
peeper.n.03	884e
segregation.n.02	884f
keratin.n.01	8850
apache.n.01	8851
precaution.n.01	8852
audience.n.02	8853
jet.n.02	8854
spritz.n.01	8855
genus_nemophila.n.01	8856
pipistrellus.n.01	8857
vulnerability.n.02	8858
appropriateness.n.01	8859
kislev.n.01	885a
zombi.n.01	885b
chlorpheniramine_maleate.n.01	885c
affirmation.n.02	885d
summate.v.02	885e
sabotage.n.01	885f
pontederiaceae.n.01	8860
displacement.n.05	8861
irony.n.03	8862
province.n.02	8863
alastrim.n.01	8864
printmaking.n.01	8865
downhill.n.01	8866
judicial_branch.n.01	8867
tone.v.05	8868
nut.n.03	8869
pay_back.v.02	886a
bit_part.n.01	886b
intoxicate.v.02	886c
boulder.n.01	886d
sewage_system.n.01	886e
aepyorniformes.n.01	886f
study.n.04	8870
pat.n.01	8871
arales.n.01	8872
glaucium.n.01	8873
web.v.01	8874
castigate.v.02	8875
driver's_license.n.01	8876
documentation.n.01	8877
homefolk.n.01	8878
file.v.01	8879
applause.n.01	887a
play.v.29	887b
smoker.n.03	887c
rum.n.01	887d
prawn.n.01	887e
dwarf_grey_willow.n.01	887f
piddle.v.01	8880
coral_reef.n.01	8881
key.n.08	8882
dislocation.n.03	8883
garnish.n.02	8884
tumble.v.11	8885
ma.n.01	8886
anopheles.n.01	8887
dodger.n.01	8888
elbow.v.02	8889
tracer.n.02	888a
name.v.03	888b
pocketbook.n.03	888c
junco.n.01	888d
centromere.n.01	888e
vitriol.v.02	888f
centerfold.n.01	8890
fetter.n.01	8891
notary.n.01	8892
gunlock.n.01	8893
pulicidae.n.01	8894
demonstrator.n.03	8895
respectability.n.01	8896
conradina.n.01	8897
cocoa.n.02	8898
adiantaceae.n.01	8899
parietaria.n.01	889a
true.v.01	889b
formation.n.06	889c
phasmida.n.01	889d
dentaria.n.01	889e
fleet.n.02	889f
swampy_beggar-ticks.n.01	88a0
object-oriented_programming_language.n.01	88a1
glider.n.01	88a2
ranker.n.01	88a3
wallpaperer.n.01	88a4
backup.n.04	88a5
exposure_therapy.n.01	88a6
clitoria.n.01	88a7
gloss_over.v.01	88a8
shrink.v.04	88a9
effect.n.06	88aa
jumada_i.n.01	88ab
lead.n.02	88ac
default.v.01	88ad
occupation.n.05	88ae
zapodidae.n.01	88af
monster.n.04	88b0
patch.v.02	88b1
dasypus.n.01	88b2
bunt.n.03	88b3
executive.n.02	88b4
heap.v.03	88b5
long_ton.n.01	88b6
nucleoside_reverse_transcriptase_inhibitor.n.01	88b7
obeche.n.02	88b8
norinyl.n.01	88b9
sphecoid_wasp.n.01	88ba
reconsider.v.01	88bb
class_act.n.01	88bc
branchiostegidae.n.01	88bd
come.v.05	88be
ticket.v.01	88bf
amerce.v.02	88c0
goldenbush.n.01	88c1
override.v.03	88c2
mysticeti.n.01	88c3
partnership.n.01	88c4
beach_pea.n.01	88c5
eliminator.n.01	88c6
football_field.n.01	88c7
wing.n.09	88c8
ascidiaceae.n.01	88c9
disassociate.v.01	88ca
calculate.v.02	88cb
able_seaman.n.01	88cc
custard.n.01	88cd
eland.n.01	88ce
design.v.05	88cf
typewriter_keyboard.n.01	88d0
helotiales.n.01	88d1
purge.v.04	88d2
griffon.n.02	88d3
escape.v.07	88d4
line_up.v.03	88d5
impartiality.n.01	88d6
genus_banksia.n.01	88d7
ulna.n.01	88d8
retire.v.01	88d9
congratulate.v.02	88da
adventure.n.01	88db
muster_roll.n.01	88dc
give.v.41	88dd
porter.n.01	88de
erysiphaceae.n.01	88df
european_catfish.n.01	88e0
fast.v.02	88e1
diet.v.02	88e2
settle.v.04	88e3
colonize.v.02	88e4
bird_of_paradise.n.03	88e5
cirsium.n.01	88e6
slip.v.05	88e7
turtleneck_collar.n.01	88e8
jump_off.v.01	88e9
fence.n.02	88ea
broad-leaved_plantain.n.02	88eb
sweet_woodruff.n.02	88ec
diazoxide.n.01	88ed
genus_cymbidium.n.01	88ee
mend.v.02	88ef
sexual_pleasure.n.01	88f0
maritime_law.n.01	88f1
peg.v.03	88f2
demodulate.v.01	88f3
cairene.n.01	88f4
muralist.n.01	88f5
principle.n.05	88f6
monstrance.n.02	88f7
switch.v.04	88f8
speckle.v.02	88f9
ketorolac_tromethamine.n.01	88fa
tequila.n.01	88fb
draw.v.19	88fc
secobarbital_sodium.n.01	88fd
thriftlessness.n.01	88fe
create.v.02	88ff
develop.v.01	8900
tanbark_oak.n.01	8901
finger_hole.n.02	8902
camelina.n.01	8903
scrounge.v.01	8904
tally.v.03	8905
plantation.n.01	8906
drawing.n.01	8907
keep.n.02	8908
indolence.n.01	8909
algonkian.n.02	890a
cable.n.01	890b
typhlopidae.n.01	890c
adaptation.n.01	890d
versification.n.01	890e
barnstormer.n.01	890f
porphyrula.n.01	8910
free_association.n.01	8911
eating_disorder.n.01	8912
inventor.n.01	8913
re-enter.v.01	8914
rhinobatidae.n.01	8915
sailplane.v.01	8916
pas_de_quatre.n.01	8917
linanthus.n.01	8918
horse_chestnut.n.01	8919
tramp.v.03	891a
devalue.v.01	891b
sucker.n.06	891c
beak.n.02	891d
curry.n.01	891e
tomboy.n.01	891f
close_out.v.02	8920
operational_damage.n.01	8921
retirement.n.02	8922
photography.n.02	8923
allionia.n.01	8924
good_nature.n.01	8925
consecration.n.01	8926
nimby.n.01	8927
quibble.v.01	8928
heart.n.03	8929
picometer.n.01	892a
palpebration.n.01	892b
spring_peeper.n.01	892c
positional_notation.n.01	892d
glory.n.01	892e
demagnetization.n.01	892f
interrogate.v.02	8930
data_structure.n.01	8931
orthodontics.n.01	8932
trombicula.n.01	8933
starve.v.01	8934
ranker.n.02	8935
olecranon.n.01	8936
false_scorpion.n.01	8937
sugarcoat.v.01	8938
gestalt_law_of_organization.n.01	8939
voicelessness.n.03	893a
little_black_ant.n.01	893b
temporal_vein.n.01	893c
tip.n.01	893d
mosquitofish.n.01	893e
dame.n.01	893f
scleropages.n.01	8940
melicoccus.n.01	8941
paisa.n.01	8942
charales.n.01	8943
twist.v.10	8944
file.v.05	8945
machinery.n.01	8946
equation.n.03	8947
partition.v.02	8948
electronics.n.01	8949
dissolving.n.01	894a
slip.n.15	894b
lycopersicon.n.01	894c
bruise.n.01	894d
outwear.v.01	894e
lagarostrobus.n.01	894f
bestiality.n.02	8950
impingement.n.01	8951
celandine.n.02	8952
devaluation.n.01	8953
arm.v.01	8954
rearm.v.02	8955
char.v.01	8956
marburg_disease.n.01	8957
phragmites.n.01	8958
monocytic_leukemia.n.01	8959
section_eight.n.01	895a
lacer.n.01	895b
hanseatic_league.n.01	895c
emigrant.n.01	895d
bay_scallop.n.02	895e
parity.n.02	895f
titanium.n.01	8960
dreissena.n.01	8961
flush_toilet.n.01	8962
pucker.n.01	8963
transferer.n.01	8964
ursus.n.01	8965
class.n.02	8966
jap.n.01	8967
christmas.n.01	8968
orbit.n.04	8969
batis.n.01	896a
desmidiaceae.n.01	896b
dryopteris.n.01	896c
martial_law.n.01	896d
pernis.n.01	896e
colony.n.01	896f
chlorophyll_d.n.01	8970
macaque.n.01	8971
completeness.n.01	8972
legend.n.01	8973
arthurian_legend.n.01	8974
cultivation.n.04	8975
titanosaurus.n.01	8976
parmelia.n.01	8977
pieris.n.02	8978
stint.v.02	8979
tickle.v.01	897a
call_out.v.02	897b
angstrom.n.01	897c
lotus.n.02	897d
deflation.n.01	897e
blame.v.01	897f
primer.n.01	8980
pet.n.03	8981
coronation.n.01	8982
shadow_cabinet.n.01	8983
gigabyte.n.02	8984
systematism.n.01	8985
decorum.n.01	8986
lionize.v.01	8987
bind.v.04	8988
dent.n.03	8989
come.v.03	898a
cyclotron.n.01	898b
joint.v.02	898c
lilium.n.01	898d
erection.n.02	898e
load_line.n.01	898f
concreteness.n.01	8990
wild_potato_vine.n.01	8991
case.n.20	8992
piaster.n.01	8993
diptera.n.01	8994
fairy_cup.n.02	8995
mild_silver_protein.n.01	8996
canoe.n.01	8997
dory.n.03	8998
elaphe.n.01	8999
genus_chiton.n.01	899a
ward.n.03	899b
etiology.n.02	899c
forge.v.05	899d
objective.n.02	899e
genus_sassafras.n.01	899f
peace.n.02	89a0
urge.n.01	89a1
crane_fly.n.01	89a2
exhaust.n.02	89a3
warfarin.n.01	89a4
imposition.n.02	89a5
tide.v.01	89a6
uranoscopidae.n.01	89a7
cyathea.n.01	89a8
heel.n.06	89a9
lithium.n.01	89aa
mentality.n.01	89ab
bear_grass.n.03	89ac
slop.n.01	89ad
wolffish.n.01	89ae
recall.v.07	89af
foot.v.02	89b0
cnidoscolus.n.01	89b1
feud.n.01	89b2
engraving.n.03	89b3
geezer.n.01	89b4
genus_anoa.n.01	89b5
rutaceae.n.01	89b6
anointer.n.01	89b7
machilidae.n.01	89b8
arithmetic.n.01	89b9
wipe_off.v.01	89ba
clunch.n.01	89bb
acerola.n.02	89bc
partition.v.01	89bd
mollycoddle.n.01	89be
richweed.n.02	89bf
blockade.v.03	89c0
bundle.n.02	89c1
launching_pad.n.01	89c2
pencil.n.01	89c3
wallpaper.v.01	89c4
flute.n.01	89c5
noise.n.04	89c6
embryology.n.01	89c7
abort.v.02	89c8
cohere.v.02	89c9
genus_tortrix.n.01	89ca
draftsman.n.01	89cb
naval_installation.n.01	89cc
notice.n.04	89cd
central_dravidian.n.01	89ce
blastocoel.n.01	89cf
solo.v.01	89d0
padauk.n.01	89d1
anasa.n.01	89d2
shoot.v.16	89d3
mylanta.n.01	89d4
mess.v.02	89d5
rhinopathy.n.01	89d6
vegetation.n.02	89d7
cut.v.16	89d8
execute.v.04	89d9
pyre.n.01	89da
electorate.n.01	89db
restlessness.n.02	89dc
australian_coral_snake.n.01	89dd
enterostomy.n.01	89de
cubic_millimeter.n.01	89df
lexical_database.n.01	89e0
stenopelmatus.n.01	89e1
iodochlorhydroxyquin.n.01	89e2
bacteriologist.n.01	89e3
native_pear.n.01	89e4
surfing.n.01	89e5
aviation.n.03	89e6
purple_willow.n.01	89e7
cybercrime.n.01	89e8
calcify.v.01	89e9
inflate.v.01	89ea
asteridae.n.01	89eb
conduct.v.02	89ec
lophiidae.n.01	89ed
atticus.n.01	89ee
fauld.n.01	89ef
pull_over.v.01	89f0
lythraceae.n.01	89f1
athene.n.02	89f2
barbarize.v.02	89f3
bitumen.n.01	89f4
skirmish.v.01	89f5
venture.v.03	89f6
widgeon.n.01	89f7
ore.n.02	89f8
placodermi.n.01	89f9
shipwreck.n.03	89fa
turing_machine.n.01	89fb
command.n.06	89fc
marauder.n.01	89fd
suit.n.03	89fe
lesser_ape.n.01	89ff
squinter.n.01	8a00
cinch.v.02	8a01
jack.n.01	8a02
punica.n.01	8a03
ax_handle.n.01	8a04
pseudechis.n.01	8a05
bowling.n.02	8a06
crustacea.n.01	8a07
home_fries.n.01	8a08
worrier.n.01	8a09
take_up.v.02	8a0a
dramatic_irony.n.01	8a0b
bignonia.n.01	8a0c
theorist.n.01	8a0d
slickness.n.03	8a0e
synthesist.n.01	8a0f
provost_marshal.n.01	8a10
special_branch.n.01	8a11
gender.n.01	8a12
neuter.n.01	8a13
adopt.v.05	8a14
slant.v.02	8a15
oxytetracycline.n.01	8a16
melanoplus.n.01	8a17
doubt.v.01	8a18
heir.n.01	8a19
indriidae.n.01	8a1a
sow_thistle.n.01	8a1b
accession.n.06	8a1c
benight.v.01	8a1d
model.n.09	8a1e
rice.n.01	8a1f
drunk.n.02	8a20
jacket.n.02	8a21
thaneship.n.01	8a22
chimera.n.01	8a23
third_eye.n.01	8a24
holm_oak.n.02	8a25
scrotum.n.01	8a26
retrograde.v.03	8a27
street_clothes.n.01	8a28
disarm.v.03	8a29
rose-colored_starling.n.01	8a2a
abandonment.n.03	8a2b
discard.n.03	8a2c
genus_malope.n.01	8a2d
fall.v.08	8a2e
desynchronize.v.01	8a2f
pickle.v.01	8a30
joy.n.02	8a31
sound.v.04	8a32
cascara.n.01	8a33
sensitivity.n.02	8a34
matrix_operation.n.01	8a35
talk.n.02	8a36
bacillariophyceae.n.01	8a37
force_unit.n.01	8a38
graze.n.01	8a39
delay.v.01	8a3a
department_of_the_interior.n.01	8a3b
haplopappus.n.01	8a3c
ransom.v.01	8a3d
pruning.n.02	8a3e
harmonize.v.05	8a3f
ancient.n.02	8a40
tamandua.n.01	8a41
dumpling.n.01	8a42
agree.v.07	8a43
compromise.v.01	8a44
straightness.n.02	8a45
cumin.n.01	8a46
racket_club.n.01	8a47
saphenous_vein.n.01	8a48
sniffer.n.01	8a49
sensationalism.n.01	8a4a
sighting.n.01	8a4b
work.v.03	8a4c
fracture.v.04	8a4d
kalon_tripa.n.01	8a4e
meteorology.n.02	8a4f
intern.n.01	8a50
redeemer.n.02	8a51
title.n.02	8a52
sprawler.n.01	8a53
retina.n.01	8a54
pillow.n.01	8a55
fall.v.06	8a56
sway.n.01	8a57
extend.v.17	8a58
mantis.n.01	8a59
yellow_iris.n.01	8a5a
spring.v.05	8a5b
slow.v.02	8a5c
premier.v.02	8a5d
have_a_go.v.01	8a5e
asio.n.01	8a5f
fig_marigold.n.01	8a60
kaph.n.01	8a61
pulsate.v.01	8a62
baronetize.v.01	8a63
ropemaker.n.01	8a64
arctiidae.n.01	8a65
bacteremia.n.01	8a66
death_instinct.n.01	8a67
cowage.n.01	8a68
genus_derris.n.01	8a69
suppression.n.02	8a6a
circus.n.05	8a6b
sciuridae.n.01	8a6c
philophylla.n.01	8a6d
endurance.n.01	8a6e
corn_earworm.n.01	8a6f
quote.v.01	8a70
globicephala.n.01	8a71
school.n.02	8a72
dial.v.02	8a73
wardrobe.n.02	8a74
lilac.n.01	8a75
rest.v.02	8a76
break_with.v.01	8a77
tyto.n.01	8a78
tamper.v.01	8a79
litchi.n.01	8a7a
hang_glide.v.01	8a7b
payee.n.01	8a7c
frogbit.n.01	8a7d
zamia.n.01	8a7e
physiologist.n.01	8a7f
craft.n.05	8a80
hang.v.01	8a81
inbreeding.n.01	8a82
patronymic.n.01	8a83
stagnate.v.02	8a84
mind.n.06	8a85
ballot.v.01	8a86
chaetodontidae.n.01	8a87
dacoit.n.01	8a88
common_bean.n.02	8a89
operating_system.n.01	8a8a
head.v.07	8a8b
background.v.01	8a8c
childhood.n.02	8a8d
subordinate.v.01	8a8e
delf.n.01	8a8f
disgustingness.n.01	8a90
cavalryman.n.02	8a91
burl.v.01	8a92
clench.v.01	8a93
acanthuridae.n.01	8a94
bid_price.n.01	8a95
irritant.n.01	8a96
mountain_beaver.n.01	8a97
spectacle.n.03	8a98
visual_system.n.01	8a99
braid.v.03	8a9a
pontederia.n.01	8a9b
imputation.n.02	8a9c
helenium.n.01	8a9d
maneuver.v.02	8a9e
carpel.n.01	8a9f
inconvenience.n.01	8aa0
lagorchestes.n.01	8aa1
dermaptera.n.01	8aa2
circumstance.n.01	8aa3
paradisaeidae.n.01	8aa4
balaeniceps.n.01	8aa5
amaranthaceae.n.01	8aa6
transfer.n.03	8aa7
jumada_ii.n.01	8aa8
ceratopsia.n.01	8aa9
sail.v.01	8aaa
read.v.05	8aab
right-hand_man.n.01	8aac
concoct.v.02	8aad
diver.n.01	8aae
mitchella.n.01	8aaf
chromatography.n.01	8ab0
flood.n.04	8ab1
sauromalus.n.01	8ab2
continue.v.07	8ab3
abattoir.n.01	8ab4
exultation.n.02	8ab5
creep.n.01	8ab6
apple_polisher.n.01	8ab7
snub.n.02	8ab8
russian_thistle.n.01	8ab9
eastern_narrow-mouthed_toad.n.01	8aba
shower_curtain.n.01	8abb
haemoproteidae.n.01	8abc
common_polypody.n.01	8abd
foreground.v.01	8abe
fiduciary_relation.n.01	8abf
lawyer-client_relation.n.01	8ac0
harrow.v.01	8ac1
common_unicorn_plant.n.01	8ac2
educationist.n.01	8ac3
cliff_dwelling.n.01	8ac4
catcher.n.01	8ac5
cocos.n.01	8ac6
catch_up.v.01	8ac7
lignum_vitae.n.02	8ac8
cardiospermum.n.01	8ac9
linnaea.n.01	8aca
vilify.v.01	8acb
pterospermum.n.01	8acc
bell_ringer.n.03	8acd
genus_notornis.n.01	8ace
gook.n.02	8acf
monogamist.n.01	8ad0
sniper_rifle.n.01	8ad1
mailer.n.03	8ad2
pose.v.04	8ad3
attitudinize.v.01	8ad4
contopus.n.01	8ad5
anode.n.01	8ad6
desalination.n.01	8ad7
minimus.n.01	8ad8
tridacna.n.01	8ad9
clamber.v.01	8ada
nonacceptance.n.01	8adb
modification.n.03	8adc
green_thumb.n.01	8add
boffin.n.01	8ade
crew.n.01	8adf
relegate.v.04	8ae0
pin-tailed_sandgrouse.n.01	8ae1
rivina.n.01	8ae2
sleepwalk.v.01	8ae3
carob.n.02	8ae4
bob.v.01	8ae5
lymph.n.01	8ae6
crank.n.04	8ae7
cursorius.n.01	8ae8
